id,path,question,a,b,c,d,answer
train_2180,train/train_2180.jpg,사진 속 붉은색 주머니에 적힌 문구는 무엇인가요?,이 주머니는 28472개의 정통 코바늘로 만들었다,이 주머니는 손으로 만든 것이다,이 주머니는 다양한 색의 실로 만들었다,이 주머니는 기계로 만든 것이다,a
train_2181,train/train_2181.jpg,이 사진에 보이는 나무 모양의 물건은 무엇으로 보이나요?,나무 장난감,컵 받침,꽃병,도자기 조명등,d
train_2182,train/train_2182.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,노트북,책,그림 작품,조각 작품,b
train_2183,train/train_2183.jpg,이 부스에서 전시하고 있는 주된 제품은 무엇인가요?,가죽 가방,수공예 가방과 소품,의류,전자기기,b
train_2184,train/train_2184.jpg,사진 속 작업 공간에 있는 전자기기가 아닌 것은 무엇인가요?,휴대용 선풍기,노트북,모니터,책,d
train_2185,train/train_2185.jpg,사진 속 강아지가 쉬고 있는 곳은 어디인가요?,방석 위,바닥 위,의자 위,책상 위,a
train_2186,train/train_2186.jpg,이 사진 속 음식 중 주된 고기는 무엇인가요?,돼지고기,칠면조 고기,오리고기,닭고기,b
train_2187,train/train_2187.jpg,이 사진에 보이는 화분 옆에 있는 것은 무엇인가요?,벤치,가로등,자전거,쓰레기통,b
train_2188,train/train_2188.jpg,이 사진에 보이는 것은 무엇인가요?,마카롱,과일 타르트,진저브레드 하우스,초콜릿 케이크,c
train_2189,train/train_2189.jpg,사진 속 고양이들이 있는 장소는 어디일까요?,애완동물 상점,동물 병원,고양이 카페,가정집,c
train_2190,train/train_2190.jpg,이 사진 속 세탁기 위에 올려져 있는 타월에 적힌 문구는 무엇인가요?,Dream Laundry Shop,Clean Clothes Only,Fresh Towels Here,Happy Laundry Day,a
train_2191,train/train_2191.jpg,이 전시 공간에서 볼 수 없는 것은 무엇인가요?,컴퓨터 화면,자동차,책,입체 조형물,b
train_2192,train/train_2192.jpg,이 사진에서 볼 수 없는 음식은 무엇인가요?,샐러드,스테이크,피자,파스타,b
train_2193,train/train_2193.jpg,다음 중 가격이 가장 높은 크로와상은 무엇인가요?,플레인 크로와상,애플시나몬 크로와상,블루베리 크로와상,누바 크로와상,d
train_2194,train/train_2194.jpg,이 사진에 진열된 물건들은 무엇인가요?,신발,가방,안경,모자,b
train_2195,train/train_2195.jpg,이 사진에서 주로 전시된 상품은 무엇인가요?,가방,장갑,신발,모자,a
train_2196,train/train_2196.jpg,이 이미지에서 가방이 진열된 선반은 몇 개입니까?,2개,3개,5개,4개,b
train_2197,train/train_2197.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,자동차,버스,자전거,나무,b
train_2198,train/train_2198.jpg,이 욕실에서 볼 수 없는 것은 무엇인가요?,샤워기,샴푸와 바디워시,세면대,꽃 장식,c
train_2199,train/train_2199.jpg,이 이미지에서 보이는 주된 과일은 무엇인가요?,레몬,사과,오렌지,라임,d
train_2200,train/train_2200.jpg,이 사진에 보이는 서랍장의 용도는 무엇일까요?,서류 보관,주방용품 보관,옷 보관,책 보관,b
train_2201,train/train_2201.jpg,이 교실에서 볼 수 없는 것은 무엇인가요?,신발장,게시판,책상과 의자,컴퓨터,d
train_2202,train/train_2202.jpg,이 이미지에서 볼 수 없는 것은 무엇인가요?,접시,나이프,젓가락,포크,c
train_2203,train/train_2203.jpg,이 사진은 어떤 종류의 상점 내부를 보여주고 있나요?,책방,화장품 가게,의류 매장,전자제품 매장,b
train_2204,train/train_2204.jpg,이 사진에 등장하는 캐릭터는 무엇과 관련이 있나요?,디즈니 캐릭터,닌텐도 캐릭터,산리오 캐릭터,마블 캐릭터,c
train_2205,train/train_2205.jpg,이 공간은 어떤 종류의 장소일 가능성이 가장 높은가요?,사무실,도서관,카페,미술관,c
train_2206,train/train_2206.jpg,이 사진에서 볼 수 있는 식탁 위에 올려져 있지 않은 것은 무엇인가요?,포크,물컵,와인잔,접시,c
train_2207,train/train_2207.jpg,이 사진 속 장소는 주로 어떤 용도로 사용되는 곳인가요?,공원 내 산책로,카페 야외 좌석 공간,학교 운동장,운동 경기장,b
train_2208,train/train_2208.jpg,이 사진에 보이는 장소는 무엇인가요?,카페,병원,도서관,학교,a
train_2209,train/train_2209.jpg,이 이미지에 보이는 동물은 무엇인가요?,알파카,강아지,고양이,토끼,a
train_2210,train/train_2210.jpg,사진에 보이는 달걀의 상태는 무엇인가요?,완전히 멀쩡하다,달걀이 익었다,달걀이 변색되었다,부분적으로 금이 가 있고 깨져 있다,d
train_2211,train/train_2211.jpg,테이블 위에 놓여 있지 않은 것은 무엇인가요?,케이크,베이킹망,꽃,초,a
train_2212,train/train_2212.jpg,사진 속 테이블 위에 놓인 음식은 무엇인가요?,케이크,마들렌,피낭시에,쿠키,c
train_2213,train/train_2213.jpg,이 사진에서 보이는 디저트는 무엇인가요?,치즈케이크,딸기 와플,바나나 팬케이크,초콜릿 케이크,b
train_2214,train/train_2214.jpg,이 사진에 보이는 찻잔과 주전자는 어떤 애니메이션 캐릭터를 모티브로 했나요?,겨울왕국,알라딘,미녀와 야수,인어공주,c
train_2215,train/train_2215.jpg,이 사진 속 공간은 주로 어떤 용도로 사용되는 장소일까요?,서재,미술관,회의실,식당,d
train_2216,train/train_2216.jpg,이 이미지에서 볼 수 없는 것은 무엇인가요?,컴퓨터,전화기,램프,커피잔,a
train_2217,train/train_2217.jpg,이 이미지에 보이는 음식은 무엇인가요?,초밥과 우동,피자와 감자튀김,햄버거와 샐러드,스테이크와 감자,b
train_2218,train/train_2218.jpg,다음 중 이미지에 보이는 음료가 아닌 것은 무엇인가요?,과일 주스,칵테일,스무디,커피,d
train_2219,train/train_2219.jpg,이 사진에서 주로 판매되는 제품은 무엇인가요?,금속 컵,플라스틱 컵,도자기 찻잔,종이컵,c
train_2220,train/train_2220.jpg,이 사진 속 가구 중 거울이 달려 있는 가구는 무엇인가요?,탁자,의자,화장대,책상,c
train_2221,train/train_2221.jpg,이 사진에서 벽에 붙어 있는 것은 무엇인가요?,사진과 엽서,책,거울,시계,a
train_2222,train/train_2222.jpg,이 사진은 어떤 장소를 찍은 것일까요?,병원,도서관,카페,미용실,d
train_2223,train/train_2223.jpg,이 사진에서 볼 수 있는 것은 무엇인가요?,교과서,신문,요리책,만화책,d
train_2224,train/train_2224.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,전기 레인지,옛날 신문지,전통 가마솥,빨래 건조대,a
train_2225,train/train_2225.jpg,사진 속 빨간 플라스틱 박스에 담긴 제품은 무엇인가요?,케첩,라면,올리브,과일,a
train_2226,train/train_2226.jpg,이 사진의 배경 벽에 진열되어 있는 상품은 어떤 색깔로 구성되어 있나요?,"초록, 노랑, 검정","빨강, 노랑, 파랑","분홍, 하양, 회색","검정, 흰색, 파랑",b
train_2227,train/train_2227.jpg,이 사진에서 주로 소개하고 있는 제품은 무엇인가요?,식물,향수,화장품,음료수,b
train_2228,train/train_2228.jpg,이 방의 가구 중에 무엇이 보이나요?,침대,소파,책상,식탁,b
train_2229,train/train_2229.jpg,이 사진 속 물건들은 어떤 재료로 만들어진 것처럼 보이나요?,플라스틱,금속,나무,도자기,d
train_2230,train/train_2230.jpg,이 사진에 보이는 그릇들의 공통된 모양은 무엇인가요?,별 모양,꽃 모양,네모 모양,동그란 모양,b
train_2231,train/train_2231.jpg,사진 속에 보이는 노란색 물건은 무엇인가요?,노란색 바구니,노란색 램프,노란색 컵,사과 모양의 장식,d
train_2232,train/train_2232.jpg,이 사진에서 판매하는 제품은 무엇인가요?,의류,도자기 식기류,가죽 가방,전자제품,b
train_2233,train/train_2233.jpg,이 사진에서 볼 수 있는 신광섭 도자기 제품이 아닌 것은 무엇인가요?,도자기 옷걸이,도자기 조명갓,도자기 꽃병,도자기 접시,a
train_2234,train/train_2234.jpg,이 이미지에서 볼 수 없는 것은 무엇인가요?,찻잔과 접시 세트,꽃으로 장식된 화병,빨간 머리 앤 그림,전자제품,d
train_2235,train/train_2235.jpg,이 사진에 보이는 것은 무엇인가요?,나무 장식품,금속 주방용품,도자기 그릇 세트,유리컵 모음,c
train_2236,train/train_2236.jpg,이 사진에 보이는 도자기 중 금색 손잡이가 달린 것은 무엇인가요?,술병,접시 받침,접시,머그컵,d
train_2237,train/train_2237.jpg,이 사진에서 보이는 상점의 이름은 무엇인가요?,라플로란스,도자기마을,홈카페,키친스토리,a
train_2238,train/train_2238.jpg,사진에 보이는 음료 중 빨대 색깔이 핑크색인 음료는 무엇인가요?,오렌지 주스,복숭아 아이스티,탄산음료,에너지드링크,b
train_2239,train/train_2239.jpg,이 사진에서 판매되는 제품은 무엇인가요?,전자제품,의류,도자기 식기,가죽 가방,c
train_2240,train/train_2240.jpg,이 사진에서 볼 수 있는 물건은 무엇인가요?,의류,전자제품,다양한 색상의 컵들,책과 노트,c
train_2241,train/train_2241.jpg,이 사진은 어떤 장소를 보여주고 있나요?,야외 공원,미술 전시회,도서관,음악 공연장,b
train_2242,train/train_2242.jpg,이 방의 인테리어에서 눈에 띄는 특징은 무엇인가요?,침대가 모두 흰색이다,의자가 독특한 형태이다,소파가 두 개 있다,벽에 큰 창문이 있다,b
train_2243,train/train_2243.jpg,rFelt 제품에 사용된 재료는 무엇인가요?,천연 면 섬유,재생 플라스틱 단섬유,유리 섬유,금속 합금,b
train_2244,train/train_2244.jpg,이 사진의 전시 공간에서 주로 전시된 것은 무엇인가요?,가구,시계,그림,조명,b
train_2245,train/train_2245.jpg,이 사진 속 소파 위에 놓여 있지 않은 쿠션 색깔은 무엇인가요?,베이지색,주황색,파란색,노란색,d
train_2246,train/train_2246.jpg,이 사진은 어떤 장소에서 촬영된 것일까요?,학교 강당,카페,도서관,가구 전시회,d
train_2247,train/train_2247.jpg,이 사진 속 공간은 어떤 용도로 보이나요?,카페,사무실,전시 공간,도서관,c
train_2248,train/train_2248.jpg,이 전시에서 소개하는 도자기의 종류는 무엇인가요?,분청사기,청송백자,청자,백자,b
train_2249,train/train_2249.jpg,이 사진 속 공간의 주요 색상은 무엇인가요?,노란색,파란색,초록색,빨간색,b
train_2250,train/train_2250.jpg,이 선반에 진열된 제품은 무엇인가요?,모자와 장갑,책과 노트,신발과 양말,슬리퍼와 수건,d
train_2251,train/train_2251.jpg,사진 속 손에 들려 있는 것은 무엇인가요?,옷,음식,책,전자기기,c
train_2252,train/train_2252.jpg,이 사진에서 벤치에 앉아 휴대폰을 보고 있는 사람은 무엇을 쓰고 있나요?,공룡 탈인형,토끼 귀 머리띠,해적 모자,고양이 모양 머리 장식,a
train_2253,train/train_2253.jpg,이 음식은 무엇인가요?,비빔밥,김치찌개,냉면,갈비탕,c
train_2254,train/train_2254.jpg,이 이미지에 보이는 과일 중 빨간색 과육을 가진 과일은 무엇인가요?,바나나,수박,참외,사과,b
train_2255,train/train_2255.jpg,사진 속 동물은 무엇인가요?,강아지,햄스터,고양이,토끼,c
train_2256,train/train_2256.jpg,이 이미지에 보이는 전자기기는 무엇인가요?,스마트폰,태블릿,키보드,무선 마우스,d
train_2257,train/train_2257.jpg,사진 속 고양이가 보고 있는 것은 무엇인가요?,컴퓨터,창문,책,전등,d
train_2258,train/train_2258.jpg,이 사진에서 볼 수 있는 것은 무엇인가요?,조각된 돌,동물의 해골,사람의 두개골 모형,거대한 바위,c
train_2259,train/train_2259.jpg,이 사진 속에 있는 새의 종류는 무엇인가요?,참새,갈매기,까치,비둘기,b
train_2260,train/train_2260.jpg,사진 속 바위 위에 앉아 있는 새는 무엇인가요?,비둘기,독수리,갈매기,참새,c
train_2261,train/train_2261.jpg,이 사진에 보이는 동물은 무엇인가요?,원숭이,호랑이,코끼리,사자,a
train_2262,train/train_2262.jpg,이 사진 속 동물은 무엇인가요?,원숭이,다람쥐,여우,고양이,a
train_2263,train/train_2263.jpg,이 사진 속 원숭이가 안고 있는 것은 무엇인가요?,먹이,작은 돌,나뭇잎,아기 원숭이,d
train_2264,train/train_2264.jpg,사진 속 원숭이의 행동으로 알 수 있는 것은 무엇인가요?,원숭이가 음식을 먹고 있다,원숭이들이 싸우고 있다,원숭이가 나무를 타고 있다,아기가 엄마 원숭이에게 안겨 있다,d
train_2265,train/train_2265.jpg,이 사진 속 건축물은 무엇인가요?,중세 유럽의 성문,고대 그리스의 신전,이집트의 피라미드 입구,고대 로마의 개선문,d
train_2266,train/train_2266.jpg,이 사진에 보이는 건축물은 무엇인가요?,성,교회,학교,박물관,a
train_2267,train/train_2267.jpg,이 건물은 무엇인가요?,사찰의 대웅전,박물관 전시관,왕궁의 정전,학교 강당,a
train_2268,train/train_2268.jpg,이 사진에서 볼 수 있는 건물의 색상은 무엇인가요?,초록색,노란색,빨간색,파란색,b
train_2269,train/train_2269.jpg,이 사진 속 구조물은 무엇인가요?,엘리베이터,교량,나선형 계단,수영장,c
train_2270,train/train_2270.jpg,이 사진에 보이는 음식은 무엇인가요?,스프레드 크림이 올려진 두툼한 팬케이크,치즈와 와인 세트,초콜릿 케이크,과일 샐러드,a
train_2271,train/train_2271.jpg,이 이미지에서 보이는 음식이 아닌 것은 무엇인가요?,초밥,스파게티,김밥,음료수,c
train_2272,train/train_2272.jpg,사진 속 인형들은 주로 어떤 색상인가요?,노란색,빨간색,초록색,파란색,a
train_2273,train/train_2273.jpg,사진 속 동물 캐릭터가 들고 있는 것은 무엇인가요?,초콜릿,금색 돼지 저금통,작은 인형,빨간 공,b
train_2274,train/train_2274.jpg,이 사진 속 공간은 주로 무엇을 하는 곳일까요?,카페,서점,운동시설,사무실,a
train_2275,train/train_2275.jpg,이 제품은 무엇인가요?,껌,초콜릿,비타민,사탕,a
train_2276,train/train_2276.jpg,사진 속 사람들이 착용한 손목밴드에 적힌 글자는 무엇인가요?,Group Sound Jannabi,Fantastic Old Fashioned,Movie Star Rising,Peponie Music Presents,a
train_2277,train/train_2277.jpg,이 사진에서 보이는 다리는 무엇 위에 놓여 있나요?,강,공원,산,도로,a
